url_path,views_total,views_unique
/TheBinaryBjorn/smart-ac-controller,15,10
/TheBinaryBjorn/smart-ac-controller/tree/main/ir_receiver,3,3
/TheBinaryBjorn/smart-ac-controller/blob/main/smart_ac_controller_main_code/smart_ac_controller_main_code.ino,3,2
/TheBinaryBjorn/smart-ac-controller/blob/main/ir_receiver/ir_receiver.ino,2,2
/TheBinaryBjorn/smart-ac-controller/blob/main/smart_ac_controller_main_code/data/index.html,2,2
/TheBinaryBjorn/smart-ac-controller/blob/main/smart_ac_controller_main_code/data/script.js,2,2
/TheBinaryBjorn/smart-ac-controller/tree/main/smart_ac_controller_main_code/data,2,2
/TheBinaryBjorn/smart-ac-controller/blob/main/smart_ac_controller_main_code/data/style.css,2,1
/TheBinaryBjorn/smart-ac-controller/tree/main,2,1
/TheBinaryBjorn/smart-ac-controller/tree/main/smart_ac_controller_main_code,2,1
